204,80 209,83
204,81 209,83
204,82 209,83
204,83 209,83
204,84 209,84
204,85 209,85
204,86 209,86
204,87 209,87
204,88 209,88
204,89 209,89
204,90 209,90
204,91 209,90
204,92 209,90
78,89   79,89
78,88   79,88


205,80 209,83
205,81 209,83
205,82 209,83
205,83 209,83
205,84 209,84
205,85 209,85
205,86 209,86
205,87 209,87
205,88 209,88
205,89 209,89
205,90 209,90
205,91 209,90
