0,0			0,200
76,0		0,200
134,0		0,200
140,0		0,200
143,0		0,200
345,0		0,200
486,0		0,200
85,88		0,200
31,183		0,200
32,183		0,200
31,184		0,200
0,194		0,200
321,307		0,200
3,403		0,200
0,406		0,200
50,406		0,200
56,406		0,200
486,405		0,200
486,194		0,200
80,345		0,200
13,393		0,200
357,357		0,200
50,360		0,200
50,359		0,200
52,360		0,200
79,345		0,200
358,357		0,200
12,393		0,200
